caudal,turbiedad,vel_dosificacion,kg_dia,dosis_mg_l
280,3,700,100.8,4.17
280,4,725,104.4,4.32
280,5,750,108,4.46
280,5,775,111.6,4.61
280,6,800,115.2,4.76
280,7,825,118.8,4.91
280,7,850,122.4,5.06
280,8,875,126,5.21
280,9,900,129.6,5.36
280,10,925,133.2,5.51
280,11,950,136.8,5.65
280,14,975,140.4,5.8
280,15,1000,144,5.95
280,17,1025,147.6,6.1
280,18,1050,151.2,6.25
280,20,1075,154.8,6.4
280,21,1100,158.4,6.55
280,23,1125,162,6.7
280,25,1150,165.6,6.85
280,27,1175,169.2,6.99
280,29,1200,172.8,7.14
280,31,1225,176.4,7.29
280,33,1250,180,7.44
280,35,1275,183.6,7.59
280,37,1300,187.2,7.74
280,40,1325,190.8,7.89
280,42,1350,194.4,8.04
280,45,1375,198,8.18
280,48,1400,201.6,8.33
280,51,1425,205.2,8.48
280,54,1450,208.8,8.63
280,57,1475,212.4,8.78
280,60,1500,216,8.93
280,64,1525,219.6,9.08
280,67,1550,223.2,9.23
280,71,1575,226.8,9.38
280,74,1600,230.4,9.52
280,78,1625,234,9.67
280,82,1650,237.6,9.82
280,86,1675,241.2,9.97
280,90,1700,244.8,10.12
280,95,1725,248.4,10.27
280,99,1750,252,10.42
280,104,1775,255.6,10.57
280,109,1800,259.2,10.71
280,114,1825,262.8,10.86
280,119,1850,266.4,11.01
280,123,1875,270,11.16
280,128,1900,273.6,11.31
280,132,1925,277.2,11.46
280,137,1950,280.8,11.61
280,142,1975,284.4,11.76
280,146,2000,288,11.9
280,151,2025,291.6,12.05
280,156,2050,295.2,12.2
280,160,2075,298.8,12.35
280,165,2100,302.4,12.5
280,170,2125,306,12.65
280,174,2150,309.6,12.8
280,179,2175,313.2,12.95
280,183,2200,316.8,13.1
280,188,2225,320.4,13.24
280,193,2250,324,13.39
280,197,2275,327.6,13.54
280,202,2300,331.2,13.69
280,207,2325,334.8,13.84
280,211,2350,338.4,13.99
280,216,2375,342,14.14
280,221,2400,345.6,14.29
280,225,2425,349.2,14.43
280,230,2450,352.8,14.58
280,235,2475,356.4,14.73
280,239,2500,360,14.88
280,244,2525,363.6,15.03
280,249,2550,367.2,15.18
280,253,2575,370.8,15.33
280,258,2600,374.4,15.48
280,263,2625,378,15.63
280,267,2650,381.6,15.77
280,272,2675,385.2,15.92
280,276,2700,388.8,16.07
280,281,2725,392.4,16.22
280,286,2750,396,16.37
280,290,2775,399.6,16.52
280,295,2800,403.2,16.67
280,300,2825,406.8,16.82
280,304,2850,410.4,16.96
280,309,2875,414,17.11
280,314,2900,417.6,17.26
280,318,2925,421.2,17.41
280,323,2950,424.8,17.56
280,328,2975,428.4,17.71
280,332,3000,432,17.86
290,0,400,57.6,2.3
290,0,425,61.2,2.44
290,0,450,64.8,2.59
290,1,475,68.4,2.73
290,1,500,72,2.87
290,1,525,75.6,3.02
290,1,550,79.2,3.16
290,1,575,82.8,3.3
290,2,600,86.4,3.45
290,2,625,90,3.59
290,2,650,93.6,3.74
290,3,675,97.2,3.88
290,3,700,100.8,4.02
290,4,725,104.4,4.17
290,4,750,108,4.31
290,5,775,111.6,4.45
290,5,800,115.2,4.6
290,8,825,118.8,4.74
290,7,850,122.4,4.89
290,8,875,126,5.03
290,8,900,129.6,5.17
290,9,925,133.2,5.32
290,10,950,136.8,5.46
290,13,975,140.4,5.6
290,14,1000,144,5.75
290,15,1025,147.6,5.89
290,16,1050,151.2,6.03
290,18,1075,154.8,6.18
290,19,1100,158.4,6.32
290,21,1125,162,6.47
290,22,1150,165.6,6.61
290,24,1175,169.2,6.75
290,26,1200,172.8,6.9
290,28,1225,176.4,7.04
290,30,1250,180,7.18
290,32,1275,183.6,7.33
290,34,1300,187.2,7.47
290,36,1325,190.8,7.61
290,38,1350,194.4,7.76
290,41,1375,198,7.9
290,43,1400,201.6,8.05
290,46,1425,205.2,8.19
290,49,1450,208.8,8.33
290,52,1475,212.4,8.48
290,54,1500,216,8.62
290,57,1525,219.6,8.76
290,61,1550,223.2,8.91
290,64,1575,226.8,9.05
290,67,1600,230.4,9.2
290,71,1625,234,9.34
290,74,1650,237.6,9.48
290,78,1675,241.2,9.63
290,82,1700,244.8,9.77
290,86,1725,248.4,9.91
290,90,1750,252,10.06
290,94,1775,255.6,10.2
290,98,1800,259.2,10.34
290,103,1825,262.8,10.49
290,107,1850,266.4,10.63
290,111,1875,270,10.78
290,115,1900,273.6,10.92
290,119,1925,277.2,11.06
290,123,1950,280.8,11.21
290,127,1975,284.4,11.35
290,131,2000,288,11.49
290,135,2025,291.6,11.64
290,139,2050,295.2,11.78
290,143,2075,298.8,11.93
290,147,2100,302.4,12.07
290,151,2125,306,12.21
290,155,2150,309.6,12.36
290,159,2175,313.2,12.5
290,163,2200,316.8,12.64
290,167,2225,320.4,12.79
290,171,2250,324,12.93
290,175,2275,327.6,13.07
290,179,2300,331.2,13.22
290,183,2325,334.8,13.36
290,187,2350,338.4,13.51
290,191,2375,342,13.65
290,195,2400,345.6,13.79
290,199,2425,349.2,13.94
290,204,2450,352.8,14.08
290,208,2475,356.4,14.22
290,212,2500,360,14.37
290,216,2525,363.6,14.51
290,220,2550,367.2,14.66
290,224,2575,370.8,14.8
290,228,2600,374.4,14.94
290,232,2625,378,15.09
290,236,2650,381.6,15.23
290,240,2675,385.2,15.37
290,244,2700,388.8,15.52
290,248,2725,392.4,15.66
290,252,2750,396,15.8
290,256,2775,399.6,15.95
290,260,2800,403.2,16.09
290,264,2825,406.8,16.24
290,268,2850,410.4,16.38
290,272,2875,414,16.52
290,276,2900,417.6,16.67
290,280,2925,421.2,16.81
290,284,2950,424.8,16.95
290,288,2975,428.4,17.1
290,292,3000,432,17.24
300,0,400,57.6,2.22
300,0,425,61.2,2.36
300,0,450,64.8,2.5
300,1,475,68.4,2.64
300,1,500,72,2.78
300,1,525,75.6,2.92
300,1,550,79.2,3.06
300,1,575,82.8,3.19
300,1,600,86.4,3.33
300,2,625,90,3.47
300,2,650,93.6,3.61
300,3,675,97.2,3.75
300,3,700,100.8,3.89
300,3,725,104.4,4.03
300,4,750,108,4.17
300,4,775,111.6,4.31
300,5,800,115.2,4.44
300,5,825,118.8,4.58
300,6,850,122.4,4.72
300,7,875,126,4.86
300,8,900,129.6,5
300,8,925,133.2,5.14
300,9,950,136.8,5.28
300,11,975,140.4,5.42
300,12,1000,144,5.56
300,14,1025,147.6,5.69
300,15,1050,151.2,5.83
300,16,1075,154.8,5.97
300,17,1100,158.4,6.11
300,19,1125,162,6.25
300,20,1150,165.6,6.39
300,22,1175,169.2,6.53
300,23,1200,172.8,6.67
300,25,1225,176.4,6.81
300,27,1250,180,6.94
300,29,1275,183.6,7.08
300,31,1300,187.2,7.22
300,33,1325,190.8,7.36
300,35,1350,194.4,7.5
300,37,1375,198,7.64
300,39,1400,201.6,7.78
300,42,1425,205.2,7.92
300,44,1450,208.8,8.06
300,47,1475,212.4,8.19
300,49,1500,216,8.33
300,52,1525,219.6,8.47
300,55,1550,223.2,8.61
300,58,1575,226.8,8.75
300,61,1600,230.4,8.89
300,64,1625,234,9.03
300,67,1650,237.6,9.17
300,71,1675,241.2,9.31
300,74,1700,244.8,9.44
300,78,1725,248.4,9.58
300,82,1750,252,9.72
300,85,1775,255.6,9.86
300,89,1800,259.2,10
300,93,1825,262.8,10.14
300,97,1850,266.4,10.28
300,100,1875,270,10.42
300,104,1900,273.6,10.56
300,108,1925,277.2,10.69
300,112,1950,280.8,10.83
300,115,1975,284.4,10.97
300,119,2000,288,11.11
300,123,2025,291.6,11.25
300,126,2050,295.2,11.39
300,130,2075,298.8,11.53
300,134,2100,302.4,11.67
300,138,2125,306,11.81
300,141,2150,309.6,11.94
300,145,2175,313.2,12.08
300,149,2200,316.8,12.22
300,153,2225,320.4,12.36
300,156,2250,324,12.5
300,160,2275,327.6,12.64
300,164,2300,331.2,12.78
300,167,2325,334.8,12.92
300,171,2350,338.4,13.06
300,175,2375,342,13.19
300,179,2400,345.6,13.33
300,182,2425,349.2,13.47
300,186,2450,352.8,13.61
300,190,2475,356.4,13.75
300,194,2500,360,13.89
300,197,2525,363.6,14.03
300,201,2550,367.2,14.17
300,205,2575,370.8,14.31
300,208,2600,374.4,14.44
300,212,2625,378,14.58
300,216,2650,381.6,14.72
300,220,2675,385.2,14.86
300,223,2700,388.8,15
300,227,2725,392.4,15.14
300,231,2750,396,15.28
300,235,2775,399.6,15.42
300,238,2800,403.2,15.56
300,242,2825,406.8,15.69
300,246,2850,410.4,15.83
300,249,2875,414,15.97
300,253,2900,417.6,16.11
300,257,2925,421.2,16.25
300,261,2950,424.8,16.39
300,264,2975,428.4,16.53
300,268,3000,432,16.67
